ul.	Andrzeja Łaskarza
ul.	Laskowa
ul.	Latawcowa
ul.	Stanisława Latwisa
ul.	Laudańska
ul.	Laurowa
ul.	Lawendowa
ul.	Ławica
rynek	Łazarski
ul.	Łazienna
ul.	Lazurowa
ul.	Lebiodowa
ul.	Lęborska
ul.	Łebska
most	Lecha
os.	Lecha
ul.	Lechicka
ul.	Łęczycka
ul.	Lednicka
ul.	Urszuli Ledóchowskiej
ul.	Łęgi Dębińskie
ul.	Legnicka
ul.	Józefa Łęgowskiego
ul.	Joachima Lelewela
ul.	Stanisława Lema
ul.	Lemierzycka
ul.	Juliana Leńskiego
ul.	św. Leonarda
ul.	Michaiła Lermontowa
ul.	Leska
ul.	Bolesława Leśmiana
ul.	Leśna
ul.	Leśników
ul.	Leśnowolska
ul.	Leśnych Skrzatów
ul.	Leszczyńska
tunel	Leszka
ul.	Leszka
ul.	Letnia
ul.	Letniskowa
ul.	Baltazara Lewandowskiego
ul.	Lewkoniowa
ul.	Leżajska
ul.	Karola Libelta
ul.	Lidzbarska
ul.	Lidzka
ul.	Liliowa
ul.	Limanowska
ul.	Bolesława Limanowskiego
ul.	Limbowa
ul.	Samuela Lindego
ul.	Lipnicka
ul.	Lipowa
pl.	Lipowy
ul.	Liryczna
ul.	Lisa Witalisa
ul.	Lisia
ul.	Zygmunta Lisowskiego
ul.	Listopadowa
ul.	Literacka
ul.	Litewska
ul.	Łobeska
ul.	Łobżenicka
ul.	Lodowa
ul.	Łódzka
ul.	Adama Logi
os.	Władysława Łokietka
ul.	Łomnicka
ul.	Łomżyńska
tunel	Łomżyński
ul.	Łopawska
ul.	Łopianowa
ul.	Łosiowa
ul.	Lotaryńska
ul.	Łotewska
os.	Lotnictwa Polskiego
ul.	Lotnicza
os.	Lotników Wielkopolskich
ul.	Lotosowa
ul.	Łowicka
ul.	Henryka Łowmiańskiego
ul.	Łozowa
ul.	Luba
ul.	Lubartowska
ul.	Lubczykowa
ul.	Franciszka Lubeckiego
ul.	Lubelska
ul.	Lubiatowska
ul.	Lubieńska
ul.	Konstancji Łubieńskiej
ul.	Łubinowa
ul.	Lubniewicka
ul.	Lubomierska
ul.	Lubońska
ul.	Lubosińska
ul.	Lubowska
ul.	Jana Lubrańskiego
ul.	Lubuszańska
ul.	Łuczanowska
ul.	Łuczkowska
ul.	Łucznicza
ul.	Ludgardy
ul.	Ludmiły
ul.	Ludosławy
ul.	Jana Ludygi-Laskowskiego
ul.	Ługańska
skwer	Ignacego Łukasiewicza
ul.	Józefa Łukaszewicza
ul.	Lukrecjusza
ul.	Patricea Lumumby
ul.	Łupowska
ul.	Jadwigi Łuszczewskiej
ul.	Lutycka
ul.	Łużycka
ul.	Lwa
ul.	Lwówecka
ul.	Łyski
ul.	Łysogórska
ul.	Łysy Młyn
ul.	Gustawa Macewicza
park	Romana Maciejewskiego
ul.	Jarosława Maciejewskiego
ul.	Maciejkowa
ul.	Macierzankowa
ul.	gen. Stanisława Maczka
ul.	Mączna
ul.	Antoniego Madalińskiego
ul.	Madziarska
ul.	Magnacka
ul.	Magnoliowa
ul.	Włodzimierza Majakowskiego
ul.	Majerankowa
ul.	Majowa
ul.	Jana Maklakiewicza
ul.	Makoszowska
ul.	Makowa
ul.	Makowej Panienki
ul.	Maków Polnych
ul.	Kornela Makuszyńskiego
ul.	Mała
ul.	Stanisława Małachowskiego
ul.	Malborska
ul.	Jacka Malczewskiego
ul.	Malechowska
ul.	Antoniego Małeckiego
ul.	Małe Garbary
ul.	Hanny Malewskiej
ul.	Malinowa
ul.	Bronisława Malinowskiego
ul.	Małopolska
ul.	Małoszyńska
ul.	Maltańska
ul.	Malwowa
ul.	Mandarynkowa
park	Gustawa Manitiusa
ul.	Petera Mansfelda
ul.	Maratońska
ul.	Marcelińska
ul.	Floriana Marciniaka
park	Karola Marcinkowskiego
al.	Aleje Karola Marcinkowskiego
ul.	Margaretkowa
ul.	Margonińska
ul.	Mariacka
ul.	Mariampolska
ul.	św. Marii Magdaleny
ul.	Marklowicka
ul.	Marszałkowska
ul.	Marynarska
os.	Marysieńki
ul.	Marzanny
ul.	Maszewska
ul.	Masztalarska
ul.	Masztowa
ul.	Maszynowa
ul.	Teofila Mateckiego
ul.	Jana Matejki
ul.	Stanisława Matyi
ul.	Romana Maya
ul.	Mazowiecka
park	Tadeusza Mazowieckiego
ul.	Mazurska
ul.	Janusza Meissnera
ul.	Meliorantów
ul.	Melisowa
ul.	Metalowa
ul.	Meteorytowa
ul.	Mewy
ul.	Mgielna
ul.	Miastkowska
ul.	św. Michała
ul.	Michałowo
ul.	Michałowska
park	im. ks. Feliksa Michalskiego
ul.	Adama Mickiewicza
park	Adama Mickiewicza
pl.	Adama Mickiewicza
ul.	Miechowska
ul.	Miecznikowska
ul.	Mieczykowa
ul.	Miedziana
ul.	Międzyborska
ul.	Międzychodzka
ul.	Międzyleska
pl.	Międzymoście
ul.	Międzyzdrojska
ul.	Mielecka
ul.	Kazimierza Mielęckiego
ul.	Mieleszyńska
ul.	Seweryna Mielżyńskiego
ul.	Księcia Mieszka I
